"","V1","V2","V3","V4"
"1",-0.0506189102521976,1.01083825187464,-6.77030526701605,12.5946462691198
"2",-0.0432166759789542,0.937854273337366,-4.74964050056267,6.1220407842057
"3",-0.0366366422703365,0.877435300352545,-3.4797195080033,2.92678293999994
"4",-0.0297485027554555,0.816583665354855,-2.49122690924147,0.703561596246639
"5",-0.0260377288429129,0.784338562212889,-1.84631130742305,-0.704879435760113
"6",-0.0233337555157555,0.76213095573872,-1.38341503991593,-1.4634094860053
"7",-0.0200772296440901,0.736682410375596,-0.981313744854718,-1.87491169095742
"8",-0.016020293018389,0.705195253028534,-0.571336582658337,-2.6546671584828
"9",-0.0131457983799423,0.685829594972315,-0.309064949695828,-2.75049171089896
"10",-0.0103916185808928,0.668309884710583,-0.0726174921463037,-3.09054448428666
"11",-0.00598444624831734,0.638189160553277,0.212078466338701,-3.36419305892767
"12",-0.00307250832454281,0.62133562944526,0.413906811953259,-3.65726344589125
"13",0.000757516906263999,0.598523845732889,0.621137354395565,-3.83258017689756
"14",0.00257145357250898,0.59410327368427,0.693181814920738,-3.6614309474692
"15",0.00523511341457341,0.583659786352924,0.798876877406875,-3.60075593210972
"16",0.00732415147030006,0.578394268096745,0.88837628349775,-3.67926698763555
"17",0.00835414765321325,0.583727764410925,0.892275525609806,-3.43196460371382
"18",0.00975425692689201,0.586844005103446,0.919965349889358,-3.36623407139794
"19",0.00915919582167655,0.60816674198972,0.818832001346492,-2.70290314820759
"20",0.0096335820178428,0.6210549764228,0.798079719962995,-2.69415160739503
"21",0.00935789544507028,0.641053317958278,0.746620148106396,-2.48859053499125
"22",0.00823863122172466,0.669709749403379,0.640798915863403,-2.15622968747724
"23",0.00733221057205765,0.698020629552062,0.543527839027802,-1.73927793781572
"24",0.00668318984524676,0.725426473115609,0.476221238869538,-1.62362932517691
"25",0.00554770453736262,0.758346691148324,0.393855541207579,-1.5089853965877
"26",0.00330633689772513,0.803239650413995,0.23229206963434,-1.08242773870795
"27",0.00241608039444396,0.838566551706133,0.169163675428416,-0.97417600359031
"28",0.00250998731338947,0.86847476652776,0.159650476816948,-1.09740349904234
"29",0.00203532618369136,0.906632127820101,0.12307140165955,-0.994810725456055
"30",0.000973402723940243,0.95403697715618,0.0535642862743977,-1.09830710576183
"31",0.000158606070609619,1.00475837596554,-0.00395680816890637,-0.947681385175839
"32",-0.000204377119491327,1.05860760127981,-0.0332789780563438,-1.28246706395675
"33",-0.000494019332837731,1.12092761949576,-0.0601496571004271,-1.41139053760237
"34",-0.000892823700962476,1.19676432125188,-0.0924291148246719,-1.50809155393149
"35",-0.00124039883240875,1.29088306494887,-0.117893182967285,-1.91359737217426
"36",-0.00180800600191882,1.4170574040583,-0.169661743106742,-2.49757955957317
